transaction_id,timestamp,branch_id,city,account_number,amount,transaction_type,transaction_status,failure_reason
f66842e4-6b76-4ce9-b539-42df13fc1526,2025-05-04 01:38:51,MUM-BR5,Mumbai,51132890,43753.74,WITHDRAWAL,SUCCESS,
19318917-d1b6-45c5-84cf-a9de54cb9fea,2025-05-04 13:58:29,CHE-BR4,Chennai,37481512,11501.03,DEPOSIT,FAILED,ACCOUNT_BLOCKED
5b040931-50eb-4537-a455-be6f85316f77,2025-05-05 03:07:07,MUM-BR3,Mumbai,64111120,1657.47,DEPOSIT,SUCCESS,
0cdad3b4-db5a-44d5-9223-41d206bd48ab,2025-05-04 03:27:16,CHE-BR1,Chennai,38144112,27140.03,WITHDRAWAL,SUCCESS,
0777b8f3-23f1-45e8-a66f-3a6555221bea,2025-05-03 16:40:43,DEL-BR3,Delhi,81478944,4367.66,WITHDRAWAL,FAILED,
135ceaeb-ef39-45d2-b39a-2027e02e0982,2025-05-07 03:22:14,MUM-BR4,Mumbai,32649672,24986.31,WITHDRAWAL,SUCCESS,
8450fc96-fb1c-4631-9991-874f25b496b7,2025-05-02 11:24:06,DEL-BR5,Delhi,43671956,33093.26,DEPOSIT,SUCCESS,
75e1c19e-69ce-4a13-af29-3b38a267e40f,2025-05-07 01:12:42,MUM-BR3,Mumbai,29851939,34536.25,DEPOSIT,FAILED,
99b0e74e-3022-4983-9786-5a2d38991723,2025-05-03 06:05:18,DEL-BR2,Delhi,57477225,36370.7,DEPOSIT,SUCCESS,
139c5824-b8c3-49e0-ba84-7a7f00854c21,2025-05-07 01:44:25,CHE-BR4,Chennai,38235068,36252.95,DEPOSIT,SUCCESS,
d1288ba0-d009-42d0-9561-bd02bbc730c6,2025-05-01 11:29:37,DEL-BR4,Delhi,40920270,14311.44,DEPOSIT,FAILED,
c225c92d-27ec-4d3b-8f6d-a59cdec11008,2025-05-02 09:18:34,DEL-BR4,Delhi,55774419,38585.06,WITHDRAWAL,SUCCESS,
d69e8c3b-d911-4a6e-b5f7-21e6e2a661d6,2025-05-01 04:05:03,CHE-BR4,Chennai,26491326,22805.87,DEPOSIT,SUCCESS,
daeb0791-4544-41a3-ae76-6c8e2ff03e2e,2025-05-06 12:45:37,CHE-BR2,Chennai,59450192,44087.31,WITHDRAWAL,FAILED,
dc2c80f1-6c76-4397-9220-c9e1787d490f,2025-05-06 23:24:37,CHE-BR2,Chennai,74535767,25971.58,WITHDRAWAL,FAILED,ACCOUNT_BLOCKED
1e681e21-1f0e-4f91-a49a-4fc9d329e6fb,2025-05-06 14:23:51,MUM-BR5,Mumbai,89756947,44341.22,WITHDRAWAL,SUCCESS,
d77c1d92-2083-45e9-b0ce-469cebe4ade6,2025-05-03 16:40:25,CHE-BR2,Chennai,47636914,14807.88,WITHDRAWAL,FAILED,
b464940f-9c60-4931-8b8d-8045b49d8d2e,2025-05-02 00:11:48,CHE-BR3,Chennai,64497140,3588.85,WITHDRAWAL,SUCCESS,
2895d511-6e4c-4aa9-9c3b-f174f62c1344,2025-05-01 22:54:55,DEL-BR2,Delhi,56863283,7525.94,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
b02ad531-02fa-4577-89d3-1b4513515a41,2025-05-03 18:16:26,DEL-BR1,Delhi,92881573,7997.91,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
d164f6aa-9c70-4e85-8a84-823ba38d5237,2025-05-04 21:35:24,MUM-BR2,Mumbai,21474950,3567.56,DEPOSIT,SUCCESS,
76d094a5-3bbb-4bdf-b646-58f5c9661b45,2025-05-03 02:29:18,CHE-BR2,Chennai,73176315,1391.17,WITHDRAWAL,SUCCESS,
b83cc663-1485-4c33-81ed-f6da336cfe76,2025-05-02 23:14:52,CHE-BR2,Chennai,50999001,18806.6,DEPOSIT,FAILED,TECHNICAL_ERROR
78000d82-353e-46f2-8d19-09d9f7fdab15,2025-05-07 08:50:49,MUM-BR2,Mumbai,90178321,25092.4,WITHDRAWAL,FAILED,
80c82b7e-37c8-4e7e-aa16-33a98a738416,2025-05-04 10:59:40,DEL-BR5,Delhi,79268469,24906.57,WITHDRAWAL,SUCCESS,
991b1dde-1c12-467b-9e93-4a40b9649ba3,2025-05-03 08:20:54,DEL-BR4,Delhi,93354989,4951.22,WITHDRAWAL,SUCCESS,
636bcc20-f335-4df8-9aba-2fc281c663c8,2025-05-07 08:24:12,DEL-BR3,Delhi,11907098,2622.32,DEPOSIT,FAILED,ACCOUNT_BLOCKED
33fc5cdc-83b7-47df-a357-0500438f3183,2025-05-02 02:27:37,MUM-BR2,Mumbai,25965635,9584.56,WITHDRAWAL,FAILED,
a14f533f-6d30-4fce-ae2e-c2490b2239d8,2025-05-07 12:33:01,CHE-BR1,Chennai,31297184,20500.05,DEPOSIT,SUCCESS,
2cc5b149-8e96-4f59-abf0-988eca18e528,2025-05-02 01:19:05,DEL-BR2,Delhi,10056085,49675.06,WITHDRAWAL,FAILED,
ef7b1c45-b074-43f6-9fc4-f5121b1df45f,2025-05-01 23:34:02,CHE-BR4,Chennai,84826910,28724.61,WITHDRAWAL,FAILED,
f7e5bb97-3198-4eee-9448-219a6111d188,2025-05-02 02:07:59,MUM-BR3,Mumbai,27803291,23861.13,DEPOSIT,FAILED,ACCOUNT_BLOCKED
8a65e73a-e891-47c1-a7e2-6f0525410d6b,2025-05-01 19:53:43,MUM-BR1,Mumbai,74652722,38700.95,WITHDRAWAL,SUCCESS,
8f224401-8ccf-4088-b750-1ea65aba5092,2025-05-06 06:06:48,CHE-BR3,Chennai,32307946,27307.95,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
1250c73a-0362-4efb-a602-2f7fd0c1c635,2025-05-04 17:16:23,CHE-BR4,Chennai,34168701,20470.97,DEPOSIT,FAILED,TECHNICAL_ERROR
5e4bfed4-27a0-4dd7-9f8b-ef023337088a,2025-05-05 19:16:20,CHE-BR4,Chennai,14699641,20319.12,DEPOSIT,FAILED,TECHNICAL_ERROR
26c1b5c5-f34a-4237-ae8f-cf74c78c90a6,2025-05-01 15:28:40,DEL-BR4,Delhi,88620883,4549.42,DEPOSIT,SUCCESS,
fb2e075c-e1fe-41ff-838b-949590111fa9,2025-05-02 11:24:02,CHE-BR4,Chennai,76941825,12663.99,DEPOSIT,FAILED,TECHNICAL_ERROR
ee5c3e80-19c9-43f1-9ed9-4730a54148b7,2025-05-01 19:59:22,CHE-BR1,Chennai,37013130,44873.84,WITHDRAWAL,SUCCESS,
aaf6131d-83d0-4ba9-9957-63d9514a41c1,2025-05-04 09:28:37,CHE-BR1,Chennai,15577313,19800.73,WITHDRAWAL,SUCCESS,
b81b08f8-9958-4fb4-81ce-ec971e75ba90,2025-05-07 07:54:03,MUM-BR4,Mumbai,70826650,45002.14,DEPOSIT,SUCCESS,
857d4f83-5107-476f-8944-c506764bb666,2025-05-01 00:08:58,MUM-BR5,Mumbai,97814472,29090.59,WITHDRAWAL,FAILED,TECHNICAL_ERROR
f8d71c14-587d-4f44-b967-73c3ec530663,2025-05-05 11:20:23,MUM-BR5,Mumbai,73013490,44124.68,DEPOSIT,FAILED,
bb4fcddf-56bd-4458-a56d-3d17ee1b64b7,2025-05-01 00:01:46,DEL-BR1,Delhi,26975322,27195.59,DEPOSIT,SUCCESS,
e1602a2d-4fc0-4e9b-99a0-6d84618cfc14,2025-05-05 14:16:17,MUM-BR1,Mumbai,19539449,33051.13,DEPOSIT,SUCCESS,
c6cd8157-4c32-4238-86ee-5b73d0105eb3,2025-05-03 02:25:29,DEL-BR1,Delhi,57453654,49614.03,DEPOSIT,FAILED,INSUFFICIENT_FUNDS
3ab639ec-7cde-430b-818e-ea32a9909a4b,2025-05-03 07:13:56,CHE-BR4,Chennai,33234014,44266.5,WITHDRAWAL,FAILED,TECHNICAL_ERROR
57d1394e-961e-47c3-8a2b-64504dc48ab0,2025-05-05 17:56:01,CHE-BR5,Chennai,28504748,12373.9,WITHDRAWAL,SUCCESS,
0059a964-0bbc-4e86-99a5-115d5ff94108,2025-05-07 09:34:35,MUM-BR4,Mumbai,22075566,42128.35,WITHDRAWAL,SUCCESS,
f0b41935-38e4-47cb-a57f-91183e2f060b,2025-05-07 10:37:32,DEL-BR4,Delhi,19618213,39202.22,WITHDRAWAL,SUCCESS,
3cceb3aa-7e70-4673-888c-b913fe7c3679,2025-05-01 21:32:03,MUM-BR2,Mumbai,77735614,43864.37,WITHDRAWAL,SUCCESS,
cc057502-b5ba-4ee3-93c0-1159d88bb271,2025-05-03 20:03:35,DEL-BR5,Delhi,77041460,43528.77,DEPOSIT,FAILED,ACCOUNT_BLOCKED
ae331865-be53-4a6b-ab71-34c6a1c7cb2b,2025-05-02 05:13:53,CHE-BR4,Chennai,48383643,6989.71,DEPOSIT,FAILED,ACCOUNT_BLOCKED
ac01e3a9-cf24-401c-ab4c-2276e1225a30,2025-05-06 09:57:40,MUM-BR5,Mumbai,28108308,47992.15,WITHDRAWAL,SUCCESS,
895cc5b1-1436-4dec-9580-ddb1f330ae80,2025-05-04 06:05:43,DEL-BR3,Delhi,79974079,15699.56,WITHDRAWAL,FAILED,ACCOUNT_BLOCKED
be98d8bf-b87e-478d-82c5-cfb7b59f25c9,2025-05-05 04:36:33,CHE-BR1,Chennai,69143957,16493.74,DEPOSIT,FAILED,ACCOUNT_BLOCKED
e19b8af9-7b86-4c14-b042-8c1916ba3182,2025-05-02 05:12:34,CHE-BR5,Chennai,48942675,48432.62,DEPOSIT,SUCCESS,
dd378857-ffc3-4073-a923-17bc2e474e3e,2025-05-01 16:26:44,MUM-BR2,Mumbai,18159272,6325.06,WITHDRAWAL,FAILED,
d52ee576-fad5-45fb-8e94-5584130cafab,2025-05-02 13:46:13,CHE-BR5,Chennai,29186040,33280.34,WITHDRAWAL,FAILED,TECHNICAL_ERROR
0dd301d7-095e-42a2-8d67-ade68b6f14df,2025-05-04 21:04:47,MUM-BR4,Mumbai,22093390,12876.23,WITHDRAWAL,FAILED,ACCOUNT_BLOCKED
dd74f878-1899-4e1c-b027-3b7e7153c6e9,2025-05-06 04:22:06,MUM-BR1,Mumbai,84401176,48655.07,WITHDRAWAL,SUCCESS,
fd3c71cb-f357-4420-8f65-46b27bfb5294,2025-05-04 09:11:56,DEL-BR2,Delhi,78931413,19271.42,WITHDRAWAL,SUCCESS,
48c31bfa-3edd-4f82-966a-65b3078da6e3,2025-05-01 04:54:46,CHE-BR5,Chennai,50914604,22966.63,DEPOSIT,SUCCESS,
245035e7-9e37-41fb-bf2e-77fce9ae22e8,2025-05-02 00:35:01,CHE-BR2,Chennai,80414267,40484.88,DEPOSIT,SUCCESS,
b35fb3d7-c893-4b9d-a9f9-77bde403a044,2025-05-07 02:16:53,MUM-BR2,Mumbai,78888952,10993.43,WITHDRAWAL,SUCCESS,
d56e8cbe-af30-4b89-b188-6c2c37f4af69,2025-05-01 15:36:41,MUM-BR2,Mumbai,22212300,5216.24,DEPOSIT,FAILED,ACCOUNT_BLOCKED
7563be20-b24f-459d-9cbc-59d279139946,2025-05-02 00:19:24,DEL-BR4,Delhi,38571650,6706.79,DEPOSIT,SUCCESS,
7980fdc7-e3cf-4ef8-a50b-7face26a4791,2025-05-01 01:03:48,DEL-BR3,Delhi,62199534,20807.86,DEPOSIT,SUCCESS,
f68b9e74-1d1f-4e7d-8cdf-448b58049aac,2025-05-01 18:41:38,DEL-BR1,Delhi,24673805,45944.6,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
154ac4ce-410c-4391-a32d-afe02b5c445f,2025-05-01 07:30:06,DEL-BR4,Delhi,63890565,15545.9,WITHDRAWAL,SUCCESS,
b59182fa-7f8e-411b-ae6c-0c6b39897002,2025-05-02 20:28:45,MUM-BR5,Mumbai,70127052,556.96,WITHDRAWAL,SUCCESS,
f655122d-0b6a-4282-8789-16e9c12c5bb6,2025-05-02 10:35:00,MUM-BR4,Mumbai,31169641,14795.64,DEPOSIT,FAILED,TECHNICAL_ERROR
be589440-5025-46ab-a5ea-fb2779f226d8,2025-05-06 13:25:09,CHE-BR3,Chennai,46102349,14709.3,WITHDRAWAL,SUCCESS,
6db4debf-2d4c-4d7c-83bc-edd46b50790f,2025-05-02 08:52:44,DEL-BR4,Delhi,19837486,30145.18,WITHDRAWAL,SUCCESS,
d7ddb7aa-f428-4b62-8e9f-da834e377500,2025-05-05 21:07:14,CHE-BR4,Chennai,37457582,9613.96,WITHDRAWAL,FAILED,
a04ce2fe-6fb0-4af3-b90a-bc042e209736,2025-05-03 06:41:36,DEL-BR5,Delhi,10247640,19855.08,DEPOSIT,FAILED,
672a07be-cea4-421d-9de2-9e92fec831f9,2025-05-07 11:44:41,DEL-BR1,Delhi,56096442,21112.3,DEPOSIT,SUCCESS,
8ca4e12c-bfaa-4776-821e-296228f29058,2025-05-01 16:36:57,CHE-BR4,Chennai,86080612,37660.54,DEPOSIT,FAILED,
3f52b466-9659-437b-8e57-795359655d51,2025-05-04 15:11:32,DEL-BR2,Delhi,62702945,6927.68,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
1bc6d576-e0f1-4cb8-aaad-a93e7147a822,2025-05-01 03:55:09,DEL-BR4,Delhi,31267763,6687.84,WITHDRAWAL,SUCCESS,
34f5a48f-fc5d-4f3b-9d24-b1bb184f6f29,2025-05-07 13:29:56,CHE-BR2,Chennai,37233221,1056.4,DEPOSIT,FAILED,
61631dd4-5138-4495-ae5f-c6e29e3a9139,2025-05-05 10:53:27,DEL-BR1,Delhi,26810306,32955.23,WITHDRAWAL,FAILED,ACCOUNT_BLOCKED
d1557dd5-a196-46f4-92a2-e154e3a53e5a,2025-05-07 05:25:46,MUM-BR1,Mumbai,63144852,39377.91,DEPOSIT,SUCCESS,
1fd27cda-8418-4512-bdc4-142bc450b1a0,2025-05-06 17:09:26,MUM-BR4,Mumbai,43873967,9946.49,DEPOSIT,FAILED,ACCOUNT_BLOCKED
bd2b1010-1c88-43e5-a923-79e684fd5230,2025-05-06 03:45:26,MUM-BR5,Mumbai,28270563,19094.76,WITHDRAWAL,SUCCESS,
0441b9d4-9bfb-4422-bda2-c39b50d0c8b0,2025-05-01 07:32:42,MUM-BR2,Mumbai,77436830,23782.34,DEPOSIT,SUCCESS,
4d93549c-ea15-4502-952e-586e18516863,2025-05-05 15:35:09,DEL-BR5,Delhi,26765797,49229.11,DEPOSIT,FAILED,
25efc7a7-555a-445e-8cca-f18f9a1c1a34,2025-05-03 12:30:41,CHE-BR3,Chennai,68700418,29622.18,DEPOSIT,SUCCESS,
16a6cef1-144e-4dc6-960d-4ac63c52281f,2025-05-07 10:29:21,DEL-BR2,Delhi,44033044,6798.86,WITHDRAWAL,FAILED,TECHNICAL_ERROR
8d48772c-3240-435b-bcee-a1c72d7bdd79,2025-05-01 19:02:46,MUM-BR1,Mumbai,32856738,8574.26,WITHDRAWAL,SUCCESS,
7f061c06-e387-4ec0-b5e2-357d2f4cf0b9,2025-05-04 09:53:08,DEL-BR1,Delhi,39300873,48379.92,DEPOSIT,SUCCESS,
a468b804-f454-4873-9cd3-72c83d5c80b6,2025-05-07 03:57:05,DEL-BR2,Delhi,77656090,49061.79,DEPOSIT,FAILED,TECHNICAL_ERROR
5c4dbf9c-fb43-4cde-a3f6-aa812a4d9f4b,2025-05-03 14:55:04,MUM-BR1,Mumbai,39196356,32697.82,DEPOSIT,FAILED,ACCOUNT_BLOCKED
318b1a62-7e11-48b8-ae93-f4a8389e9b4c,2025-05-03 10:47:44,CHE-BR4,Chennai,92013329,18549.97,DEPOSIT,FAILED,INSUFFICIENT_FUNDS
e34f0a74-0eb4-42bd-8878-4a80c11ced59,2025-05-05 17:34:03,MUM-BR2,Mumbai,59628772,2734.12,WITHDRAWAL,FAILED,ACCOUNT_BLOCKED
9932891e-a8f8-4f02-8d34-963b1b35b940,2025-05-04 17:43:56,DEL-BR3,Delhi,23368040,7418.64,DEPOSIT,SUCCESS,
08dfafbb-0409-4c10-bcfb-faaf59ec823d,2025-05-07 01:02:24,MUM-BR3,Mumbai,41695920,12386.07,WITHDRAWAL,FAILED,INSUFFICIENT_FUNDS
8e406b00-de82-4146-9104-981a17d4f1be,2025-05-07 15:26:12,DEL-BR2,Delhi,63132256,30990.56,WITHDRAWAL,FAILED,
7967875e-b911-40e2-94a0-345479452ceb,2025-05-06 17:41:34,DEL-BR4,Delhi,76396645,42115.41,WITHDRAWAL,FAILED,TECHNICAL_ERROR
c8c35c7e-25c4-4390-8d52-b4f5585b852c,2025-05-04 03:05:57,MUM-BR2,Mumbai,18401863,4306.76,WITHDRAWAL,FAILED,TECHNICAL_ERROR
1449c117-9160-427c-8a56-1b8da8c2ce47,2025-05-06 10:00:13,CHE-BR5,Chennai,44774805,18100.79,WITHDRAWAL,SUCCESS,
d693651d-0a05-4288-a37e-d499ae73cdff,2025-05-04 17:04:09,CHE-BR2,Chennai,97679920,36055.93,DEPOSIT,FAILED,ACCOUNT_BLOCKED
e0916918-f88d-4c99-8dbf-2ec23018309d,2025-05-01 11:38:44,CHE-BR2,Chennai,59165513,841.66,DEPOSIT,FAILED,
